0	1
-0.75619906	-0.80263495
-0.0819813	-0.55230755
0.49534896	-2.3486254
-1.2908051	0.25046015
0.37837237	0.8402423
1.5537844	-0.44844192
0.5355417	0.4331978
0.8175356	0.6802452
-0.2555315	0.76564366
0.20118326	-0.7239263
0.09629083	0.22979105
0.53849894	-0.25860864
0.33279753	0.37365687
1.0057292	0.07646268
0.01705867	0.061462685
-0.56513613	-0.1923794
0.07778394	0.19826742
-0.86847013	-0.07406919
-0.18466759	1.1609395
-0.037145674	1.4951367
0.88503003	-1.9933321
1.7654021	1.0645779
-0.87326115	-0.20172797
-0.08973837	-0.10993497
-0.19398123	0.021301404
0.61269915	0.3724804
0.73866844	0.17780416
-0.5914858	-0.09534992
-0.49518937	0.2091208
-0.07765001	-0.5105385
0.55887043	-0.14150174
-0.31906885	0.3458081
-1.0359225	0.3689543
-1.2162943	-0.75575376
1.3380842	0.47605687
-0.19764107	-0.086231574
0.9710963	-0.21571802
1.0681603	1.0176393
-0.9201215	-0.36070234
0.062846065	0.067772545
-0.4858659	-0.9323387
-0.32251406	-0.63550556
1.780889	-0.57571113
0.42570058	0.41658592
-0.50660855	-0.76038945
1.4047174	0.40612477
-0.17838097	0.17810322
0.55628365	-0.26145977
0.13519675	0.04107164
-1.059356	1.3009057
-1.6137328	-0.24532361
-0.7056106	-0.5825653
0.6800262	0.07200696
0.44040832	0.19196358
-0.3243965	-0.014013603
0.83084846	0.21853606
-1.0296228	1.5942829
0.61924785	0.41627115
-1.4034548	-0.2267258
0.34378642	0.35018042
-0.562427	0.38278818
-0.39408225	-0.51911557
-0.98880404	-0.047089264
-1.003315	0.18111801
-0.2272492	-0.14332978
-1.22054	-0.7616605
0.27765486	-0.6085853
0.052412212	-1.067434
0.12885347	0.14560288
-0.4680143	0.00028850138
1.9952979	0.045422614
0.06167823	0.22432117
-1.1004441	-0.29951483
-0.92161006	0.19588451
0.007956803	0.6686702
-1.768723	0.21402028
0.95518786	0.5205447
0.4858023	0.39243776
-0.19029945	0.15960613
-0.4779598	-0.6593813
0.5287634	0.82948476
-0.12883705	-1.2379488
-0.20571476	0.24867949
-0.42859858	0.26471627
-0.12188321	0.2930111
0.3367331	-0.52168995
-0.046691895	0.35733873
-0.41024727	0.26435038
1.2015342	-2.899626
-0.68866855	-0.23228048
-0.8112145	-0.80362195
0.23812577	0.10445149
0.40156767	-0.4554454
1.2954037	0.541618
-0.35943222	0.18133256
0.19880891	0.91806436
0.5722681	-0.1446959
-0.39815056	-0.7605206
0.9970232	0.49684638
0.47649392	-0.50253797
-0.8111531	0.3200181
0.66826737	0.12667862
-0.6999268	-0.2974819
0.042296946	-0.9725375
-1.4219859	-0.51956606
0.08790493	-0.11507906
1.3707534	0.6065745
-0.66917616	-0.41897446
0.3360799	0.10304913
-0.8837928	0.13681516
-1.4888453	-1.2110603
-0.3668785	-0.15323402
-1.4733939	-0.046176538
-0.45412225	-0.22499765
-0.4054094	-0.28794658
1.2471635	-0.8143093
0.662583	0.59969807
